"www.aihw.gov.au
Australian Institute of Health and Welfare
GPO Box 570, Canberra ACT 2601, Australia",,,,,,,,,,,,,
H0030,Bankstown Lidcombe Hospital,Hospital,-33.933088,151.020823,Public,Open,New South Wales,South Western Sydney,South Western Sydney,,,,
H0031,Braeside Hospital,Hospital,-33.861917,150.902192,Public,Open,New South Wales,South Western Sydney,South Western Sydney,,,,
H0032,Bowral Hospital,Hospital,-34.485043,150.423796,Public,Open,New South Wales,South Western Sydney,South Western Sydney,,,,
H0033,Sydney Hospital / Sydney Eye Hospital,Hospital,-33.867929,151.212575,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0034,Calvary Health Care - Sydney,Hospital,-33.976132,151.136206,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0035,Gower Wilson Multi Purpose Service,Hospital,-31.535603,159.071307,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0036,War Memorial Hospital,Hospital,-33.897496,151.253816,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0037,Prince of Wales Hospital,Hospital,-33.918492,151.239380,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0038,St George Hospital NSW,Hospital,-33.966969,151.133776,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0039,Sutherland Hospital,Hospital,-34.037288,151.115151,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0040,Royal Hospital for Women,Hospital,-33.919035,151.237938,Public,Open,New South Wales,South Eastern Sydney,Central and Eastern Sydney,,,,
H0041,Bulli Hospital,Hospital,-34.336667,150.907344,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0042,Coledale Hospital,Hospital,-34.283797,150.950796,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0043,Kiama Hospital,Hospital,-34.682937,150.850514,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0044,Milton Ulladulla Hospital,Hospital,-35.317313,150.438918,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0045,Port Kembla Hospital,Hospital,-34.485923,150.881778,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0046,Shoalhaven Hospital,Hospital,-34.868767,150.595736,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0047,Wollongong Hospital,Hospital,-34.424938,150.883451,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0048,Shellharbour Hospital,Hospital,-34.558987,150.840947,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0049,Illawarra Mental Health Services,Hospital,-34.426230,150.891252,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0050,David Berry Hospital,Hospital,-34.775909,150.712819,Public,Open,New South Wales,Illawarra Shoalhaven,South Eastern NSW,,,,
H0051,Auburn Hospital,Hospital,-33.859867,151.033204,Public,Open,New South Wales,Western Sydney,Western Sydney,,,,
H0052,Blacktown Hospital,Hospital,-33.775552,150.917537,Public,Open,New South Wales,Western Sydney,Western Sydney,,,,
H0053,Mount Druitt Hospital,Hospital,-33.765929,150.829646,Public,Open,New South Wales,Western Sydney,Western Sydney,,,,
H0054,Westmead Hospital,Hospital,-33.804362,150.987811,Public,Open,New South Wales,Western Sydney,Western Sydney,,,,
H0055,Blue Mountains Hospital,Hospital,-33.705329,150.321110,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0056,Nepean Hospital,Hospital,-33.759865,150.712627,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0057,Springwood Hospital,Hospital,-33.690486,150.571129,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0058,Hawkesbury Hospital,Hospital,-33.610712,150.820804,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0059,"Tresillian Family Care Centre, Kingswood",Hospital,-33.758161,150.714392,Public,Open,New South Wales,Unknown,Nepean Blue Mountains,,,,
H0060,Wentworth Psychiatric Services,Hospital,-33.760249,150.712613,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0061,Lithgow Hospital,Hospital,-33.498751,150.127701,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0062,Portland Tabulam Health Centre,Hospital,-33.358415,149.978565,Public,Open,New South Wales,Nepean Blue Mountains,Nepean Blue Mountains,,,,
H0063,Greenwich Hospital,Hospital,-33.827329,151.183376,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0064,Neringah Hospital,Hospital,-33.717856,151.114556,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0065,Hornsby Ku-ring-gai Hospital,Hospital,-33.701448,151.112941,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0066,Manly Hospital,Hospital,,,Public,Closed,New South Wales,,Northern Sydney,,,,
H0067,Mona Vale Hospital,Hospital,-33.685353,151.306618,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0068,Royal North Shore Hospital,Hospital,-33.821312,151.189735,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0069,Royal Rehabilitation Hospital,Hospital,-33.821772,151.107845,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0070,Ryde Hospital,Hospital,-33.795482,151.089756,Public,Open,New South Wales,Northern Sydney,Northern Sydney,,,,
H0071,Gosford Hospital,Hospital,-33.419451,151.340328,Public,Open,New South Wales,Central Coast,Hunter New England and Central Coast,,,,
H0072,Woy Woy Hospital,Hospital,-33.496716,151.320952,Public,Open,New South Wales,Central Coast,Hunter New England and Central Coast,,,,
H0073,Long Jetty Health Care Centre,Hospital,-33.369012,151.468538,Public,Open,New South Wales,Central Coast,Hunter New England and Central Coast,,,,
H0074,Wyong Hospital,Hospital,-33.261113,151.480761,Public,Open,New South Wales,Central Coast,Hunter New England and Central Coast,,,,
H0075,Armidale Hospital,Hospital,-30.512726,151.655629,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0076,Barraba Multi Purpose Service,Hospital,-30.382482,150.605778,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0077,Bingara Multi Purpose Service,Hospital,-29.864055,150.579235,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0078,Boggabri Multi Purpose Service,Hospital,-30.711502,150.040014,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0079,Glen Innes Hospital,Hospital,-29.733293,151.731673,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0080,Gunnedah Hospital,Hospital,-30.983146,150.251339,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0081,Guyra Multi Purpose Service,Hospital,-30.213889,151.679112,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0082,Inverell Hospital,Hospital,-29.770728,151.130139,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0083,Manilla Hospital,Hospital,-30.745717,150.732249,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0084,Moree Hospital,Hospital,-29.470678,149.839648,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0085,Narrabri Hospital,Hospital,-30.325869,149.777108,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0086,Tenterfield Hospital,Hospital,-29.045083,152.013552,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0087,Quirindi Hospital,Hospital,-31.500345,150.676621,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0088,Tamworth Hospital,Hospital,-31.074079,150.924199,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0089,Tingha Multi Purpose Service,Hospital,-29.950779,151.206732,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0090,Vegetable Creek Multi Purpose Service Emmaville,Hospital,-29.450547,151.599204,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0091,Walcha Multi Purpose Service,Hospital,-30.987818,151.591415,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0092,Warialda Multi Purpose Service,Hospital,-29.538835,150.579567,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0093,Wee Waa Hospital,Hospital,-30.225439,149.448287,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0094,Werris Creek Hospital,Hospital,-31.346691,150.652513,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0095,Bulahdelah Hospital,Hospital,-32.403949,152.210029,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0096,Gloucester Soldiers' Memorial Hospital,Hospital,-32.014787,151.958556,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0097,Manning Hospital,Hospital,-31.910418,152.454485,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0098,Wingham Hospital,Hospital,-31.878104,152.365179,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0099,Cessnock Hospital,Hospital,-32.827754,151.348396,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0100,Dungog Hospital,Hospital,-32.401948,151.746157,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0101,Kurri Kurri Hospital,Hospital,-32.825017,151.463018,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0102,Maitland Hospital,Hospital,-32.726723,151.545887,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0103,Merriwa Multi Purpose Service,Hospital,-32.142714,150.361316,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0104,Muswellbrook Hospital,Hospital,-32.264545,150.900263,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0105,Denman Multi Purpose Service,Hospital,-32.389483,150.684453,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0106,Calvary Mater Newcastle,Hospital,-32.899371,151.720858,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0107,Belmont Hospital,Hospital,-33.024631,151.648181,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0108,"Scott Memorial Hospital, Scone",Hospital,-32.051525,150.876864,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0109,Singleton Hospital,Hospital,-32.567087,151.185736,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0110,"Wilson Memorial Community Hospital, Murrurundi",Hospital,-31.770408,150.834764,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0111,Tomaree Community Hospital,Hospital,-32.720053,152.158858,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0112,John Hunter Hospital,Hospital,-32.922177,151.692438,Public,Open,New South Wales,Hunter New England,Hunter New England and Central Coast,,,,
H0113,Ballina District Hospital,Hospital,-28.863525,153.564013,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0114,Byron Bay Hospital,Hospital,,,Public,Closed,New South Wales,,North Coast,,,,
H0115,Coraki Hospital,Hospital,,,Public,Closed,New South Wales,,North Coast,,,,
H0116,Casino and District Memorial Hospital,Hospital,-28.859839,153.035827,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0117,Bonalbo Hospital,Hospital,-28.733777,152.622789,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0118,Grafton Base Hospital,Hospital,-29.674807,152.941274,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0119,Kyogle Multi Purpose Service,Hospital,-28.627124,153.001742,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0120,Lismore Base Hospital,Hospital,-28.809191,153.291045,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0121,Nimbin Multi Purpose Service,Hospital,-28.597371,153.223185,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0122,Maclean District Hospital,Hospital,-29.454219,153.201094,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0123,Mullumbimby Hospital,Hospital,,,Public,Closed,New South Wales,,North Coast,,,,
H0124,Murwillumbah District Hospital,Hospital,-28.323417,153.400811,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0125,The Tweed Hospital,Hospital,-28.177216,153.545458,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0126,Urbenville Multi Purpose Service,Hospital,-28.471511,152.543029,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0127,Riverlands Drug and Alcohol Centre,Hospital,-28.808340,153.291120,Public,Open,New South Wales,Northern NSW,North Coast,,,,
H0128,Bellinger River District Hospital,Hospital,-30.457256,152.893209,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0129,Coffs Harbour Hospital,Hospital,-30.317579,153.093667,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0130,Dorrigo Multi Purpose Service,Hospital,-30.340625,152.713882,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0131,Kempsey District Hospital,Hospital,-31.067841,152.820038,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0132,Macksville District Hospital,Hospital,-30.713725,152.919838,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0133,Wauchope District Memorial Hospital,Hospital,-31.457239,152.728131,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0134,Port Macquarie Base Hospital,Hospital,-31.452336,152.878304,Public,Open,New South Wales,Mid North Coast,North Coast,,,,
H0135,Batemans Bay Hospital,Hospital,-35.714055,150.182375,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0136,South East Regional Hospital,Hospital,-36.689050,149.858549,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0137,Bombala Multi Purpose Service,Hospital,-36.917513,149.235372,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0138,Braidwood Multi Purpose Service,Hospital,-35.443216,149.805302,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0139,Cooma Hospital and Health Service,Hospital,-36.241389,149.130499,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0140,Crookwell District Hospital,Hospital,-34.464222,149.467427,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0141,Delegate Multi Purpose Service,Hospital,-37.044960,148.945958,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0142,Goulburn Base Hospital,Hospital,-34.747527,149.712806,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0143,Moruya Hospital,Hospital,-35.904137,150.070774,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0144,Pambula Hospital,Hospital,-36.926316,149.879232,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0145,Queanbeyan Hospital,Hospital,-35.347685,149.232294,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0146,Bourke Street Health Service,Hospital,-34.748721,149.719321,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0147,Yass District Hospital,Hospital,-34.844072,148.906427,Public,Open,New South Wales,Southern NSW,South Eastern NSW,,,,
H0149,Lake Cargelligo Multi Purpose Service,Hospital,-33.292027,146.374304,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0150,Wyalong Hospital,Hospital,-33.916373,147.196483,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0151,Barham Hospital,Hospital,-35.623823,144.133479,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0152,Berrigan Multi Purpose Service,Hospital,-35.662312,145.813035,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0153,Culcairn Multi Purpose Service,Hospital,-35.667399,147.042104,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0154,Corowa Health Service,Hospital,-35.993528,146.383541,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0155,Deniliquin Hospital,Hospital,-35.524044,144.963301,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0156,Finley Hospital,Hospital,-35.641725,145.568139,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0157,Henty Multi Purpose Service,Hospital,-35.515801,147.031847,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0158,Holbrook Hospital,Hospital,-35.723991,147.320276,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0159,Jerilderie Multi Purpose Service,Hospital,-35.356628,145.720596,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0160,Mercy Care Hospital - Albury,Hospital,-36.069221,146.916764,Public,Open,New South Wales,Murrumbidgee,Murray,,,,
H0161,Urana Multi Purpose Service,Hospital,-35.325419,146.267316,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0162,Tocumwal Hospital,Hospital,-35.815407,145.568996,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0163,Tumbarumba Multi Purpose Service,Hospital,-35.778706,148.006203,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0164,Boorowa Multi Purpose Service,Hospital,-34.442822,148.727073,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0165,Mercy Care Hospital - Young,Hospital,-34.321003,148.288693,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0166,Murrumburrah-Harden Hospital,Hospital,-34.555254,148.360186,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0167,Young Hospital,Hospital,-34.320383,148.288457,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0168,Batlow/Adelong Multi Purpose Service,Hospital,-35.521951,148.147891,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0169,Griffith Base Hospital,Hospital,-34.282121,146.043774,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0170,Gundagai Hospital,Hospital,-35.051394,148.101764,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0171,Hay Hospital,Hospital,-34.500349,144.851433,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0172,Hillston Hospital,Hospital,-33.478793,145.539032,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0173,Junee Multi Purpose Service,Hospital,-34.866914,147.581314,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0174,Coolamon-Ganmain Multi Purpose Service,Hospital,-34.819885,147.199329,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0175,Leeton Hospital,Hospital,-34.545222,146.408831,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0176,Lockhart Hospital,Hospital,-35.222378,146.719064,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0177,Narrandera Hospital,Hospital,-34.743181,146.547661,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0178,Temora Hospital,Hospital,-34.443942,147.542616,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0179,Tumut Hospital,Hospital,-35.307265,148.219552,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0180,Wagga Wagga Hospital,Hospital,-35.118083,147.356915,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0181,Cootamundra Hospital,Hospital,-34.634386,148.012796,Public,Open,New South Wales,Murrumbidgee,Murrumbidgee,,,,
H0182,Bourke Multi Purpose Service,Hospital,-30.092823,145.947983,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0183,Brewarrina Multi Purpose Service,Hospital,-29.961627,146.863796,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0184,Cobar Health Service,Hospital,-31.509026,145.825266,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0185,Collarenebri Multi Purpose Service,Hospital,-29.544889,148.581901,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0186,Coolah Multi Purpose Service,Hospital,-31.821473,149.710049,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0187,Coonabarabran Health Service,Hospital,-31.274791,149.284779,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0188,Baradine Multi Purpose Service,Hospital,-30.945316,149.066189,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0189,Coonamble Multi Purpose Service,Hospital,-30.964803,148.387527,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0190,Gulargambone Multi Purpose Service,Hospital,-31.329812,148.469216,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0191,Dubbo Hospital,Hospital,-32.239339,148.620772,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0192,Dunedoo Multi Purpose Service,Hospital,-32.017204,149.397366,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0193,Gilgandra Multi Purpose Service,Hospital,-31.704565,148.664889,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0194,Gulgong Multi Purpose Service,Hospital,-32.366871,149.521893,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0195,Mudgee Health Service,Hospital,-32.603229,149.588179,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0196,Narromine Health Service,Hospital,-32.242610,148.239201,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0197,Nyngan Multi Purpose Service,Hospital,-31.560024,147.208772,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0198,Trangie Multi Purpose Service,Hospital,-32.030813,147.976355,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0199,Walgett Multipurpose Service,Hospital,-30.030646,148.115959,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0200,Warren Multi Purpose Service,Hospital,-31.693958,147.835679,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0201,Wellington Health Service,Hospital,-32.549741,148.951977,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0202,Lightning Ridge Multi Purpose Service,Hospital,-29.429973,147.981869,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0203,Lourdes Hospital Dubbo,Hospital,-32.238511,148.627361,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0204,Bathurst Base Hospital,Hospital,-33.406512,149.572699,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0205,Blayney Multi Purpose Service,Hospital,-33.537728,149.248988,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0206,Canowindra Soldiers Memorial Hospital,Hospital,-33.557204,148.676576,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0207,Condobolin Health Service,Hospital,-33.082332,147.154161,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0208,Cowra Health Service,Hospital,-33.832137,148.692376,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0209,Eugowra Memorial Multipurpose Service,Hospital,-33.424421,148.366799,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0210,Lachlan Health Service - Forbes,Hospital,-33.396281,148.013831,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0211,Grenfell Multi Purpose Service,Hospital,-33.894286,148.167843,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0212,Molong Health Service,Hospital,-33.087622,148.859724,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0213,Oberon Multi Purpose Service,Hospital,-33.705249,149.853596,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0214,Orange Health Service,Hospital,-33.317316,149.093953,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0215,Lachlan Health Service - Parkes,Hospital,-33.151507,148.169757,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0216,Peak Hill Multipurpose Service,Hospital,-32.735907,148.199615,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0217,Trundle Multi Purpose Health Service,Hospital,-32.921078,147.704315,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0218,Rylstone Multi Purpose Service,Hospital,-32.804085,149.975652,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0219,Tottenham Multipurpose Service,Hospital,-32.242711,147.358031,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0220,Tullamore Multi Purpose Health Service,Hospital,-32.635114,147.568997,Public,Open,New South Wales,Western NSW,Western NSW,,,,
H0221,Balranald Multi Purpose Service,Hospital,-34.644549,143.568413,Public,Open,New South Wales,Far West,Western NSW,,,,
H0222,Wentworth Hospital,Hospital,-34.109983,141.922481,Public,Open,New South Wales,Far West,Western NSW,,,,
H0223,Broken Hill Hospital,Hospital,-31.947609,141.454703,Public,Open,New South Wales,Far West,Western NSW,,,,
