SA2_code_number,SA2_name,Area,Population_density_2024,SA2_code
213041359,Rockbank - Mount Cottrell,125.8,249.60,213041359
213041360,Taylors Hill,6,3327.10,213041360
213041461,Burnside,2.6,2527.00,213041461
213041462,Burnside Heights,2,3257.00,213041462
213041463,Caroline Springs,7,3023.60,213041463
213041571,Brookfield,10.7,973.40,213041571
213041572,Cobblebank - Strathtulloh,19.8,595.20,213041572
213041573,Eynesbury - Exford,69.5,56.60,213041573
213041574,Fraser Rise - Plumpton,58.7,353.00,213041574
213041575,Hillside,7.8,2062.30,213041575
213041576,Kurunjang - Toolern Vale,120.8,99.90,213041576
213041577,Melton,9.9,815.90,213041577
213041578,Melton South - Weir Views,11,1974.30,213041578
213051361,Hoppers Crossing - North,10.9,1686.90,213051361
213051362,Hoppers Crossing - South,7,2705.20,213051362
213051363,Laverton,22.2,573.30,213051363
213051368,Werribee - South,114,157.30,213051368
213051464,Point Cook - East,19,1130.50,213051464
213051466,Point Cook - South,9.4,2186.00,213051466
213051467,Werribee - East,7.8,2465.40,213051467
213051468,Werribee - West,127.7,239.30,213051468
213051579,Manor Lakes - Quandong,72,174.60,213051579
213051580,Point Cook - North East,5.6,2668.40,213051580
213051581,Point Cook - North West,2.9,3459.80,213051581
213051582,Tarneit (West) - Mount Cottrell,36.7,467.90,213051582
213051583,Tarneit - Central,8,3700.90,213051583
213051584,Tarneit - North,14.3,940.00,213051584
213051585,Tarneit - South,3.1,3740.50,213051585
213051586,Truganina - North,17.5,815.50,213051586
213051587,Truganina - South East,4.3,2504.70,213051587
213051588,Truganina - South West,5.4,3785.20,213051588
213051589,Wyndham Vale - North,51.2,256.40,213051589
213051590,Wyndham Vale - South,5,2856.90,213051590
214011370,Carrum Downs,20.3,1149.40,214011370
214011371,Frankston,11.6,2132.80,214011371
214011372,Frankston North,13.2,1498.80,214011372
214011373,Frankston South,14.6,1319.60,214011373
214011374,Langwarrin,37.6,684.40,214011374
214011375,Seaford (Vic.),12.4,1453.70,214011375
214011376,Skye - Sandhurst,19.8,686.70,214011376
214021377,Dromana,45.1,305.90,214021377
214021378,Flinders,287.4,21.10,214021378
214021379,Hastings - Somers,108.9,220.10,214021379
214021381,Mount Eliza,23.2,819.10,214021381
214021382,Mount Martha,30.2,667.50,214021382
214021383,Point Nepean,67.2,301.50,214021383
214021384,Rosebud - McCrae,23.8,978.40,214021384
214021385,Somerville,117.4,161.70,214021385
214021591,Mornington - East,14.7,1028.80,214021591
214021592,Mornington - West,6.4,1693.10,214021592
215011386,Ararat,161.2,51.70,215011386
215011387,Ararat Surrounds,4023.2,0.80,215011387
215011388,Horsham,83.1,204.10,215011388
215011389,Horsham Surrounds,4251.5,0.80,215011389
215011390,Nhill Region,11042.8,0.60,215011390
215011391,St Arnaud,3008.6,1.10,215011391
215011392,Stawell,2743.4,3.10,215011392
215011393,West Wimmera,5686.4,0.50,215011393
215011394,Yarriambiack,7139.6,0.90,215011394
215021395,Irymple,88.6,89.80,215021395
215021396,Merbein,101.7,48.90,215021396
215021398,Mildura Surrounds,21568.8,0.20,215021398
215021399,Red Cliffs,246.7,24.70,215021399
215021469,Mildura - North,25.1,721.40,215021469
215021470,Mildura - South,51,327.20,215021470
215031400,Buloke,8068.7,0.70,215031400
215031401,Gannawarra,3568.3,1.80,215031401
215031402,Kerang,146.6,26.10,215031402
215031403,Robinvale,181.6,20.60,215031403
215031404,Swan Hill,126.6,85.60,215031404
215031405,Swan Hill Surrounds,5759.6,1.10,215031405
216011406,Echuca,184,84.50,216011406
216011407,Kyabram,738.9,14.70,216011407
216011408,Lockington - Gunbower,1646.4,2.40,216011408
216011409,Rochester,351.6,10.60,216011409
216011410,Rushworth,1633.9,2.60,216011410
216021411,Cobram,131.7,50.10,216021411
216021412,Moira,1498.8,1.90,216021412
216021413,Numurkah,2320.7,5.40,216021413
216021414,Yarrawonga,94.7,93.80,216021414
216031415,Mooroopna,40,208.00,216031415
216031416,Shepparton - North,65.7,309.30,216031416
216031418,Shepparton Surrounds - East,1055.6,3.90,216031418
216031419,Shepparton Surrounds - West,1028.7,10.10,216031419
216031593,Kialla,77.4,130.50,216031593
216031594,Shepparton - South East,65.8,250.40,216031594
217011420,Glenelg (Vic.),6121.4,1.40,217011420
217011421,Hamilton (Vic.),198.3,52.10,217011421
217011422,Portland,64,174.70,217011422
217011423,Southern Grampians,6562.6,1.00,217011423
217031471,Camperdown,98.1,34.70,217031471
217031472,Colac,54.7,231.30,217031472
217031473,Colac Surrounds,1934.3,2.90,217031473
217031474,Corangamite - North,2538.3,2.10,217031474
217031475,Corangamite - South,1805.2,4.00,217031475
217031476,Otway,1505.9,2.60,217031476
217041477,Moyne - East,3275.8,2.20,217041477
217041478,Moyne - West,2037.8,5.00,217041478
217041479,Warrnambool - North,62.4,367.10,217041479
217041480,Warrnambool - South,120.2,113.00,217041480
301011001,Alexandra Hills,13.6,1265.90,301011001
301011002,Belmont - Gumdale,33.1,238.70,301011002
301011003,Birkdale,11.6,1372.30,301011003
301011004,Capalaba,18.9,1012.60,301011004
301011005,Thorneside,2.7,1511.00,301011005
301011006,Wellington Point,9.4,1310.50,301011006
301021007,Cleveland,11.9,1414.50,301021007
301021008,Ormiston,4.9,1405.00,301021008
301021009,Redland Bay,46.9,417.80,301021009
301021011,Sheldon - Mount Cotton,65.2,133.50,301021011
301021012,Thornlands,21.6,992.10,301021012
301021013,Victoria Point,13.4,1182.40,301021013
301021550,North Stradbroke Island,277.1,8.20,301021550
301021551,Southern Moreton Bay Islands,39.9,250.20,301021551
301031014,Brisbane Port - Lytton,32.8,0.30,301031014
301031015,Manly - Lota,4.2,1965.80,301031015
301031016,Manly West,4.9,2511.50,301031016
301031017,Murarrie,8.4,611.90,301031017
301031018,Tingalpa,8.9,1043.10,301031018
301031019,Wakerley,5.2,1889.80,301031019
301031020,Wynnum,6.1,2489.70,301031020
301031021,Wynnum West - Hemmant,12.3,1366.50,301031021
302011022,Bald Hills,13.4,626.50,302011022
302011023,Bridgeman Downs,9.5,1231.70,302011023
302011024,Carseldine,4.5,2269.40,302011024
302011025,Everton Park,4.2,2639.80,302011025
302011026,McDowall,4.4,1961.40,302011026
302021027,Aspley,6.3,2179.10,302021027
302021028,Chermside,3.4,3692.00,302021028
302021029,Chermside West,3.4,2059.20,302021029
302021030,Geebung,4,1150.80,302021030
302021031,Kedron - Gordon Park,5.2,2967.00,302021031
302021032,Stafford,3.4,2146.00,302021032
302021033,Stafford Heights,2.9,2516.50,302021033
302021034,Wavell Heights,3.6,3105.40,302021034
302031035,Boondall,10.8,956.70,302031035
302031036,Brisbane Airport,45.3,2.90,302031036
302031037,Eagle Farm - Pinkenba,7.2,347.10,302031037
302031038,Northgate - Virginia,6.1,1221.50,302031038
302031039,Nudgee - Banyo,13.9,837.60,302031039
302031040,Nundah,3.7,3972.40,302031040
302041041,Bracken Ridge,8.1,2296.50,302041041
302041042,Brighton (Qld),6.5,1558.20,302041042
302041043,Deagon,2.8,1411.40,302041043
302041044,Sandgate - Shorncliffe,4.3,1602.10,302041044
302041045,Taigum - Fitzgibbon,6.3,2420.20,302041045
302041046,Zillmere,3.7,2714.60,302041046
303011047,Camp Hill,4.6,2821.20,303011047
303011048,Cannon Hill,4,1931.20,303011048
303011049,Carina,4.4,2898.70,303011049
303011050,Carina Heights,3.4,2178.20,303011050
303011051,Carindale,10.2,1703.70,303011051
303021052,Annerley,2.9,4515.60,303021052
303021053,Coorparoo,5.3,3564.80,303021053
303021054,Fairfield - Dutton Park,2.1,2616.60,303021054
303021055,Greenslopes,3,3888.20,303021055
303021056,Holland Park,3.3,2835.20,303021056
303021057,Holland Park West,2.6,2626.30,303021057
303021058,Woolloongabba,2.4,4186.10,303021058
303021059,Yeronga,6.1,1781.30,303021059
303031060,Eight Mile Plains,7.7,2153.00,303031060
303031061,Macgregor (Qld),2.7,2464.90,303031061
303031062,Mansfield (Qld),5.3,1751.80,303031062
303031063,Mount Gravatt,7.4,2307.10,303031063
303031064,Rochedale - Burbank,47.3,276.50,303031064
303031065,Upper Mount Gravatt,4.2,2868.10,303031065
303031066,Wishart,4.8,2489.20,303031066
303041067,Coopers Plains,4.4,1430.70,303041067
303041068,Moorooka,4.1,2849.20,303041068
303041069,Robertson,1.9,2910.50,303041069
303041070,Salisbury - Nathan,9.5,856.90,303041070
303041071,Tarragindi,4.5,2548.10,303041071
303051072,Algester,3.7,2703.00,303051072
303051073,Calamvale - Stretton,19.7,1268.10,303051073
303051074,Pallara - Willawong,26.7,579.00,303051074
303051075,Parkinson - Drewvale,12.7,1341.20,303051075
303051076,Rocklea - Acacia Ridge,22.4,446.60,303051076
303061077,Kuraby,4.6,2025.30,303061077
303061078,Runcorn,6.7,2313.70,303061078
303061079,Sunnybank,4.4,2346.00,303061079
303061080,Sunnybank Hills,6.4,3029.70,303061080
304011081,Jindalee - Mount Ommaney,4.8,1638.30,304011081
304011082,Middle Park - Jamboree Heights,2.7,2749.50,304011082
304011083,Riverhills,2.2,1957.40,304011083
304011084,Seventeen Mile Rocks - Sinnamon Park,5.4,1831.40,304011084
304011085,Westlake,1.9,2376.20,304011085
304021086,Bellbowrie - Moggill,17.4,635.60,304021086
304021087,Brookfield - Kenmore Hills,58,124.50,304021087
304021088,Chapel Hill,5.4,2069.10,304021088
304021089,Fig Tree Pocket,4.3,1076.40,304021089
304021090,Kenmore,5.3,1906.80,304021090
304021091,Pinjarra Hills - Pullenvale,44.2,133.20,304021091
304031092,Chelmer - Graceville,3.2,2488.20,304031092
304031093,Corinda,2.9,1944.50,304031093
304031094,Indooroopilly,7.4,2056.20,304031094
304031095,Sherwood,2.3,3063.10,304031095
304031096,St Lucia,3.4,4374.70,304031096
304031097,Taringa,2.1,4728.80,304031097
304041098,Enoggera,9.6,1029.20,304041098
304041099,Enoggera Reservoir,37.7,0.90,304041099
304041100,Keperra,5.2,1461.90,304041100
304041101,Mitchelton,4.2,2263.60,304041101
304041102,Mount Coot-tha,14.6,0.00,304041102
304041103,The Gap,12.3,1480.40,304041103
304041104,Upper Kedron - Ferny Grove,13.2,957.60,304041104
305011105,Brisbane City,2.4,7136.10,305011105
305011106,Fortitude Valley,1.3,9058.50,305011106
305011107,Highgate Hill,1.2,5956.20,305011107
305011108,Kangaroo Point,1.3,8894.60,305011108
305011109,New Farm,2.1,6415.20,305011109
305011110,South Brisbane,2,8494.50,305011110
305011111,Spring Hill,1.2,7191.10,305011111
305011112,West End,2,8881.70,305011112
305021113,Balmoral,1.4,3503.00,305021113
305021114,Bulimba,2.1,3828.80,305021114
305021115,East Brisbane,1.9,3560.10,305021115
305021116,Hawthorne,1.4,4107.80,305021116
305021117,Morningside - Seven Hills,6.6,2383.30,305021117
305021118,Norman Park,2.3,3266.40,305021118
305031119,Albion,1.5,3201.60,305031119
305031120,Alderley,2.5,2938.10,305031120
305031121,Ascot,2.5,2559.90,305031121
305031122,Clayfield,2.9,3971.70,305031122
305031123,Grange,1.8,2754.90,305031123
305031124,Hamilton (Qld),1.6,4459.00,305031124
305031125,Hendra,2.7,1923.50,305031125
305031126,Kelvin Grove - Herston,3.4,3612.80,305031126
305031127,Newmarket,1.7,3267.60,305031127
305031128,Newstead - Bowen Hills,3.1,6847.00,305031128
305031129,Wilston,1.4,2986.70,305031129
305031130,Windsor,2.9,3033.80,305031130
305031131,Wooloowin - Lutwyche,3.1,3932.50,305031131
305041132,Ashgrove,6.5,2275.80,305041132
305041133,Auchenflower,1.3,4812.90,305041133
305041134,Bardon,4.7,2368.30,305041134
305041135,Paddington - Milton,3.6,3703.50,305041135
305041136,Red Hill (Qld),1.7,3951.50,305041136
305041137,Toowong,3.9,3519.30,305041137
306011138,Brinsmead,5.1,1115.80,306011138
306011139,Clifton Beach - Kewarra Beach,37.6,334.40,306011139
306011140,Freshwater - Stratford,15.1,254.80,306011140
306011141,Redlynch,59.4,248.50,306011141
306011142,Trinity Beach - Smithfield,22,880.90,306011142
306011143,Yorkeys Knob - Machans Beach,21,300.70,306011143
306021144,Bentley Park,6.9,1332.80,306021144
306021145,Cairns City,6.2,2175.60,306021145
306021146,Earlville - Bayview Heights,7.9,1117.60,306021146
306021147,Edmonton,20,612.00,306021147
306021148,Gordonvale - Trinity,327.1,34.00,306021148
306021149,Kanimbla - Mooroobool,7.7,1342.80,306021149
306021150,Lamb Range,212.6,0.00,306021150
306021151,Manoora,2.2,2838.10,306021151
306021152,Manunda,4.2,1258.90,306021152
306021153,Mount Sheridan,6.7,1339.10,306021153
306021154,Westcourt - Bungalow,9.7,702.40,306021154
306021155,White Rock,9.5,543.70,306021155
306021156,Whitfield - Edge Hill,6.9,1242.10,306021156
306021157,Woree,5.7,916.50,306021157
306031158,Babinda,669.2,7.10,306031158
306031159,Innisfail,53,178.50,306031159
306031160,Johnstone,1294.7,6.40,306031160
306031161,Tully,3065.1,3.80,306031161
306031162,Wooroonooran,754.3,0.00,306031162
306031163,Yarrabah,158.8,16.70,306031163
306041164,Daintree,2231.2,3.10,306041164
306041165,Port Douglas,189.9,31.60,306041165
306051166,Atherton,235.2,52.50,306051166
306051167,Herberton,9566.2,0.60,306051167
306051168,Kuranda,591.3,8.50,306051168
306051169,Malanda - Yungaburra,1255,7.60,306051169
306051170,Mareeba,480.2,26.20,306051170
307011171,Balonne,31104.1,0.10,307011171
307011172,Chinchilla,8048.7,1.10,307011172
307011173,Goondiwindi,830.5,7.60,307011173
307011174,Inglewood - Waggamba,17523.1,0.20,307011174
307011175,Miles - Wandoan,11841.6,0.40,307011175
307011176,Roma,78,91.30,307011176
307011177,Roma Surrounds,58626.4,0.10,307011177
307011178,Tara,13208.4,0.30,307011178
307021179,Crows Nest - Rosalie,3250.7,3.00,307021179
307021180,Jondaryan,2130.3,3.70,307021180
307021181,Millmerran,4517,0.70,307021181
307021182,Pittsworth,1054.9,5.60,307021182
307021183,Wambo,5700.3,3.10,307021183
307031184,Clifton - Greenmount,1263.9,4.20,307031184
307031185,Southern Downs - East,1634.6,2.80,307031185
307031186,Southern Downs - West,2684.5,2.00,307031186
307031187,Stanthorpe,33.6,162.10,307031187
307031188,Stanthorpe Surrounds,2657.1,2.40,307031188
307031189,Warwick,158.7,101.80,307031189
308011190,Central Highlands - East,18635.2,0.40,308011190
308011191,Central Highlands - West,41551.3,0.20,308011191
308011192,Emerald,39,389.50,308011192
308031205,Berserker,10,724.00,308031205
308031206,Bouldercombe,1348.8,1.50,308031206
308031207,Emu Park,40.8,152.80,308031207
308031208,Frenchville - Mount Archer,30.3,305.40,308031208
308031209,Glenlee - Rockyview,208,27.80,308031209
308031210,Gracemere,153.9,85.70,308031210
308031211,Lakes Creek,16.8,299.80,308031211
308031212,Mount Morgan,490.7,6.20,308031212
308031213,Norman Gardens,36,310.90,308031213
308031214,Park Avenue,5,1111.40,308031214
308031215,Parkhurst - Kawana,28.4,281.60,308031215
308031216,Rockhampton - West,34.5,176.80,308031216
308031217,Rockhampton City,51.2,66.10,308031217
308031218,Rockhampton Surrounds - East,680.9,5.50,308031218
308031219,Rockhampton Surrounds - North,7572.6,0.70,308031219
308031220,Rockhampton Surrounds - West,4359.2,0.70,308031220
308031221,Shoalwater Bay,3177,0.00,308031221
308031222,The Range - Allenstown,5.5,1482.90,308031222
308031223,Yeppoon,78.6,281.60,308031223
308041528,Banana,28531.3,0.30,308041528
308041529,Biloela,18.9,309.50,308041529
308051530,Agnes Water - Miriam Vale,3772.8,2.10,308051530
308051531,Boyne Island - Tannum Sands,123,86.40,308051531
308051532,Callemondah,32.7,1.00,308051532
308051533,Clinton - New Auckland,22.8,666.10,308051533
308051534,Gladstone,10.2,655.70,308051534
308051535,Gladstone Hinterland,6465.4,1.90,308051535
308051536,Kin Kora - Sun Valley,2.7,1331.20,308051536
308051537,South Trees,24.1,0.00,308051537
308051538,Telina - Toolooa,23.5,287.80,308051538
308051539,West Gladstone,7.1,725.60,308051539
309011224,Broadbeach Waters,5.3,1677.70,309011224
309011225,Burleigh Heads,8.6,1148.80,309011225
309011226,Burleigh Waters,6.7,2248.70,309011226
309011227,Mermaid Beach - Broadbeach,3,5290.00,309011227
309011228,Mermaid Waters,7.1,2026.80,309011228
309011229,Miami,3,2774.40,309011229
309021230,Coolangatta,1.9,3720.00,309021230
309021231,Currumbin - Tugun,7.9,1665.60,309021231
309021232,Currumbin Waters,9.9,1031.70,309021232
309021233,Elanora,8.9,1486.60,309021233
309021234,Palm Beach,6.3,2866.70,309021234
309031235,Arundel,9.7,1223.90,309031235
309031236,Biggera Waters,3.2,3413.80,309031236
309031237,Coombabah,11.6,928.30,309031237
309031238,Labrador,5,3909.20,309031238
309031239,Paradise Point - Hollywell,5.7,1882.30,309031239
309031240,Runaway Bay,5.5,1758.30,309031240
309041241,Guanaba - Springbrook,303.7,15.30,309041241
309041242,Tamborine - Canungra,524.4,31.70,309041242
309051243,Currumbin Valley - Tallebudgera,114.3,70.40,309051243
309051244,Mudgeeraba - Bonogin,66.6,308.70,309051244
309051245,Reedy Creek - Andrews,8.1,1173.00,309051245
309061246,Carrara,14.6,969.40,309061246
309061247,Highland Park,4.6,1898.60,309061247
309061248,Nerang - Mount Nathan,61.5,362.90,309061248
309061249,Pacific Pines - Gaven,16.4,1167.60,309061249
309061250,Worongary - Tallai,26,343.30,309061250
309071251,Coomera,24.7,965.10,309071251
309071252,Helensvale,20.1,1033.90,309071252
309071253,Hope Island,55.8,315.40,309071253
309071254,Jacobs Well - Alberton,153.7,35.10,309071254
309071256,Oxenford - Maudsland,26.9,727.70,309071256
309071552,Ormeau (East) - Stapylton,25.6,459.30,309071552
309071553,Ormeau (West) - Yatala,46.5,275.60,309071553
309071554,Pimpama - North,31.9,415.80,309071554
309071555,Pimpama - South,4.4,2896.20,309071555
309071556,Upper Coomera (South) - Wongawallan,68.8,178.90,309071556
309071557,Upper Coomera - North,15.6,1395.80,309071557
309071558,Willow Vale - Pimpama (West),45.9,182.50,309071558
309081259,Clear Island Waters,4.4,1029.00,309081259
309081260,Merrimac,8.3,888.00,309081260
309081262,Varsity Lakes,6,3038.60,309081262
309081559,Robina - East,8.3,2176.00,309081559
309081560,Robina - West,6.6,1445.70,309081560
309091263,Ashmore,6.8,1876.80,309091263
309091264,Molendinar,7.7,876.40,309091264
309091265,Parkwood,6.2,1473.60,309091265
309091540,Southport - North,7.7,2600.30,309091540
309091541,Southport - South,6.7,2994.40,309091541
309101267,Benowa,6.6,1626.60,309101267
309101268,Bundall,3.9,1301.90,309101268
309101269,Main Beach,3.5,1221.10,309101269
309101561,Surfers Paradise - North,2.5,5837.00,309101561
309101562,Surfers Paradise - South,3.3,5053.00,309101562
310011271,Darra - Sumner,7.5,671.50,310011271
310011272,Durack,4.4,2002.90,310011272
310011274,Inala - Richlands,10.9,1964.50,310011274
310011275,Oxley (Qld),6.9,1357.20,310011275
310011276,Wacol,19.1,362.50,310011276
310011563,Doolandella,4,2429.10,310011563
310011564,Forest Lake - Ellen Grove,11,2182.10,310011564
310021277,Boonah,2099.5,6.30,310021277
310021278,Esk,1889.7,2.80,310021278
310021279,Lake Manchester - England Creek,112.8,0.00,310021279
310021280,Lockyer Valley - East,741.6,31.70,310021280
310021281,Lowood,617.7,24.70,310021281
310021282,Rosewood,674.6,23.70,310021282
310031283,Brassall,8.2,1580.00,310031283
310031284,Bundamba,17.2,590.90,310031284
310031285,Churchill - Yamanto,9.4,763.40,310031285
310031286,Ipswich - Central,7.9,879.20,310031286
310031287,Ipswich - East,11.5,1648.20,310031287
310031288,Ipswich - North,65.2,71.50,310031288
310031289,Karalee - Barellan Point,19.2,375.40,310031289
310031290,Karana Downs,62.2,100.60,310031290
310031291,Leichhardt - One Mile,20.2,434.60,310031291
310031292,North Ipswich - Tivoli,9.6,691.20,310031292
310031293,Raceview,9.1,1778.20,310031293
310031294,Ripley,130.6,156.30,310031294
310031295,Riverview,7.8,407.50,310031295
310041297,Camira - Gailes,9.4,1035.10,310041297
310041298,Carole Park,4,1.70,310041298
310041299,Collingwood Park - Redbank,15.7,897.60,310041299
310041300,Goodna,7.9,1447.40,310041300
310041301,New Chum,6,0.50,310041301
310041302,Redbank Plains,19.4,1455.00,310041302
310041303,Springfield,6.7,1257.40,310041303
310041304,Springfield Lakes,18.4,1537.60,310041304
310041565,Augustine Heights - Brookwater,9.6,1047.90,310041565
310041566,Bellbird Park,6.5,1627.90,310041566
311011305,Beaudesert,1628,9.90,311011305
311021306,Beenleigh,7.7,1165.00,311021306
311021307,Eagleby,13.8,1038.10,311021307
311021308,Edens Landing - Holmview,6.6,1691.50,311021308
311021309,Mount Warren Park,4.2,1420.00,311021309
311021310,Wolffdene - Bahrs Scrub,27.8,431.30,311021310
311031311,Boronia Heights - Park Ridge,32,804.60,311031311
311031312,Browns Plains,7.3,1256.90,311031312
311031313,Chambers Flat - Logan Reserve,36.3,416.10,311031313
311031314,Crestmead,7,1840.90,311031314
311031315,Greenbank Military Camp,40.6,0.00,311031315
311031316,Hillcrest,9.4,1050.10,311031316
311031317,Marsden,6.9,2503.90,311031317
311031318,Munruben - Park Ridge South,20.8,219.40,311031318
311031319,Regents Park - Heritage Park,9.4,1816.30,311031319
311041322,Logan Village,74.3,129.80,311041322
311041567,Flagstone (East) - Riverbend,28.9,246.60,311041567
311041568,Flagstone (West) - New Beith,185.8,66.70,311041568
311041569,Greenbank - North Maclean,72.7,153.40,311041569
311041570,Jimboomba - Glenlogan,181.7,114.10,311041570
311041571,Yarrabilba,39.1,374.70,311041571
311051323,Bethania - Waterford,12.6,1033.40,311051323
311051324,Cornubia - Carbrook,37.5,252.10,311051324
311051325,Loganholme - Tanah Merah,13.3,946.60,311051325
311051326,Loganlea,11.3,1132.70,311051326
311051327,Shailer Park,8,1574.90,311051327
311051328,Waterford West,5.9,1429.20,311051328
311061329,Daisy Hill,9,824.40,311061329
311061330,Kingston (Qld),6.8,1634.80,311061330
311061331,Logan Central,5.1,1283.70,311061331
311061332,Rochedale South - Priestdale,13,1233.60,311061332
311061333,Slacks Creek,8.3,1295.60,311061333
311061334,Springwood,6.2,1675.10,311061334
311061335,Underwood,4.2,1770.90,311061335
311061336,Woodridge,4.7,2976.90,311061336
312011337,Bowen,52.6,210.00,312011337
312011338,Broadsound - Nebo,27991.4,0.30,312011338
312011339,Clermont,27669.9,0.10,312011339
312011340,Collinsville,21092.2,0.20,312011340
312011341,Moranbah,3046.6,3.30,312011341
312021342,Andergrove - Beaconsfield,17.6,960.40,312021342
312021343,East Mackay,4.6,836.90,312021343
312021344,Eimeo - Rural View,22,671.50,312021344
312021345,Eungella Hinterland,2048.8,0.00,312021345
312021346,Mackay,4,1046.80,312021346
312021347,Mackay Harbour,10.2,65.70,312021347
312021348,Mount Pleasant - Glenella,56.3,213.80,312021348
312021349,North Mackay,9.7,662.40,312021349
312021350,Ooralea - Bakers Creek,48.7,133.80,312021350
312021351,Pioneer Valley,1184.2,7.90,312021351
312021352,Sarina,1439.6,8.60,312021352
312021353,Seaforth - Calen,2104.1,4.10,312021353
312021354,Shoal Point - Bucasia,17.9,365.70,312021354
312021355,Slade Point,8.9,412.20,312021355
312021356,South Mackay,6.9,1043.40,312021356
312021357,Walkerston - Eton,624.2,14.00,312021357
312021358,West Mackay,5.8,1123.10,312021358
312031359,Airlie - Whitsundays,304.1,53.50,312031359
312031360,Cape Conway,295.4,0.00,312031360
312031361,Proserpine,2074.7,4.50,312031361
313011362,Beachmere - Sandstone Point,110.1,160.30,313011362
313011363,Bribie Island,145.4,152.30,313011363
313021364,Burpengary - East,27.2,320.60,313021364
313021366,Caboolture - South,14,1932.90,313021366
313021367,Elimbah,101.2,45.50,313021367
313021368,Morayfield - East,8.5,1559.50,313021368
313021369,Wamuran,89.4,50.20,313021369
313021572,Caboolture - East,49.9,391.70,313021572
313021573,Caboolture - West,24.6,581.50,313021573
313031370,Kilcoy,2863.3,2.10,313031370
313031371,Woodford - D`Aguilar,525,19.90,313031371
313041372,Burpengary,22.3,828.50,313041372
313041373,Deception Bay,31.9,758.80,313041373
313041374,Morayfield,24.9,273.60,313041374
313041375,Narangba,37.7,613.50,313041375
313041376,Upper Caboolture,55.6,63.70,313041376
313051377,Clontarf,6.3,1406.00,313051377
313051378,Margate - Woody Point,4.3,2938.60,313051378
313051379,Redcliffe,4.2,2648.70,313051379
313051380,Rothwell - Kippa-Ring,15.4,1145.40,313051380
313051574,Moreton Island,175.3,1.90,313051574
313051575,Scarborough - Newport,8.1,2168.00,313051575
314011382,Albany Creek,9.8,1768.50,314011382
314011383,Cashmere,45.2,467.80,314011383
314011384,Dayboro,406.8,24.50,314011384
314011385,Eatons Hill,9.1,881.00,314011385
314011386,The Hills District,31.6,821.10,314011386
314011387,Samford Valley,166.1,78.90,314011387
314021389,Murrumba Downs - Griffin,22.5,1181.90,314021389
314021576,Dakabin,5.6,1072.20,314021576
314021577,Kallangur,11.1,2110.60,314021577
314021578,Mango Hill,15.4,1142.50,314021578
314021579,North Lakes,11.8,2071.70,314021579
314031391,Bray Park,4.5,2394.50,314031391
314031392,Lawnton,9.3,853.20,314031392
314031393,Petrie,6.7,1354.80,314031393
314031394,Strathpine - Brendale,17.9,847.40,314031394
315011395,Aurukun,7424,0.20,315011395
315011396,Cape York,112961,0.10,315011396
315011397,Croydon - Etheridge,68697.2,0.00,315011397
315011398,Kowanyama - Pormpuraaw,6950.7,0.30,315011398
315011399,Northern Peninsula,1052.1,2.80,315011399
315011400,Tablelands,52403,0.10,315011400
315011401,Torres,883.7,4.00,315011401
315011402,Torres Strait Islands,490,8.80,315011402
315011403,Weipa,15.8,270.90,315011403
315021404,Carpentaria,114443.6,0.00,315021404
315021405,Mount Isa,68.7,267.20,315021405
315021406,Mount Isa Surrounds,84051.8,0.10,315021406
315021407,Northern Highlands,108517.5,0.00,315021407
315031408,Barcaldine - Blackall,83919.9,0.10,315031408
315031409,Charleville,40699.8,0.10,315031409
315031410,Far Central West,271272.5,0.00,315031410
315031411,Far South West,188751.6,0.00,315031411
315031412,Longreach,40572.2,0.10,315031412
316011413,Buderim - North,24.1,819.50,316011413
316011414,Buderim - South,30.1,607.60,316011414
316011415,Mountain Creek,7.4,1670.70,316011415
316011416,Sippy Downs,14.5,866.20,316011416
316021417,Aroona - Currimundi,5.5,1864.70,316021417
316021418,Buddina - Minyama,4.1,1757.20,316021418
316021419,Caloundra - Kings Beach,4,1770.20,316021419
316021421,Golden Beach - Pelican Waters,10.5,1338.10,316021421
316021422,Moffat Beach - Battery Hill,3.9,2128.20,316021422
316021423,Parrearra - Warana,6.9,1614.00,316021423
316021424,Wurtulla - Birtinya,6.8,1696.50,316021424
316021580,Caloundra West - Baringa,47.4,463.20,316021580
316021581,Meridan Plains - Little Mountain (North),24,625.60,316021581
316031425,Coolum Beach,18.1,938.20,316031425
316031426,Marcoola - Mudjimba,32.9,381.70,316031426
316031427,Maroochydore - Kuluin,13.8,1830.50,316031427
316031428,Mooloolaba - Alexandra Headland,5.5,2376.90,316031428
316051434,Noosa Heads,13,406.80,316051434
316051435,Noosaville,26.4,364.00,316051435
316051437,Sunshine Beach,7.3,1021.80,316051437
316051438,Tewantin,25.6,417.30,316051438
316051543,Peregian Beach - Marcus Beach,13.7,318.00,316051543
316051544,Peregian Springs,6.1,1957.00,316051544
316061439,Beerwah,148.6,66.50,316061439
316061440,Caloundra Hinterland,459.3,20.30,316061440
316061441,Glass House Mountains,184.2,39.00,316061441
316061442,Landsborough,134.6,153.20,316061442
316061443,Maroochy Hinterland,526.3,13.90,316061443
316061444,Palmwoods,115.2,114.60,316061444
316071545,Bli Bli,44.8,264.30,316071545
316071546,Diddillibah - Rosemount,31.3,149.80,316071546
316071547,Eumundi - Yandina,215.8,62.60,316071547
316071548,Nambour,54,451.00,316071548
